100 100
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
21 21.0238 21.095 21.2132 21.3776 21.587 21.8403 22.1359 22.4722 22.8473 23.2594 23.7065 24.1868 24.6982 25.2389 25.807 26.4008 27.0185 27.6586 28.3196 29 29.6985 30.4138 31.1448 31.8904 32.6497 33.4215 34.2053 35 35.805 36.6197 37.4433 38.2753 39.1152 39.9625 40.8167 41.6773 42.5441 43.4166 44.2945 45.1774 46.0652 46.9574 47.8539 48.7545 49.6588 50.5668 51.4782 52.3927 53.3104 54.231 55.1543 56.0803 57.0088 57.9396 58.8727 59.808 60.7454 61.6847 62.6259 63.5689 64.5136 65.4599 66.4078 67.3573 68.3081 69.2604 70.214 71.1688 72.1249 73.0821 74.0405 75 75.9605 76.922 77.8845 78.848 79.8123 80.7775 81.7435 82.7103 83.678 84.6463 85.6154 86.5852 87.5557 88.5268 89.4986 90.471 91.444 92.4175 93.3916 94.3663 95.3415 96.3172 97.2934 98.27 99.2472 100.225 101.203
22 22.0227 22.0907 22.2036 22.3607 22.561 22.8035 23.0868 23.4094 23.7697 24.1661 24.5967 25.0599 25.5539 26.0768 26.6271 27.2029 27.8029 28.4253 29.0689 29.7321 30.4138 31.1127 31.8277 32.5576 33.3017 34.0588 34.8281 35.609 36.4005 37.2022 38.0132 38.833 39.6611 40.4969 41.3401 42.19 43.0465 43.909 44.7772 45.6508 46.5296 47.4131 48.3011 49.1935 50.0899 50.9902 51.8941 52.8015 53.7122 54.626 55.5428 56.4624 57.3847 58.3095 59.2368 60.1664 61.0983 62.0322 62.9682 63.9062 64.846 65.7875 66.7308 67.6757 68.6222 69.5701 70.5195 71.4703 72.4224 73.3757 74.3303 75.2861 76.243 77.201 78.1601 79.1202 80.0812 81.0432 82.0061 82.9699 83.9345 84.8999 85.8662 86.8332 87.8009 88.7694 89.7385 90.7083 91.6788 92.6499 93.6216 94.5939 95.5667 96.5401 97.5141 98.4886 99.4636 100.439 101.415
23 23.0217 23.0868 23.1948 23.3452 23.5372 23.7697 24.0416 24.3516 24.6982 25.0799 25.4951 25.9422 26.4197 26.9258 27.4591 28.0179 28.6007 29.2062 29.8329 30.4795 31.1448 31.8277 32.5269 33.2415 33.9706 34.7131 35.4683 36.2353 37.0135 37.8021 38.6005 39.4081 40.2244 41.0488 41.8808 42.72 43.566 44.4185 45.2769 46.1411 47.0106 47.8853 48.7647 49.6488 50.5371 51.4296 52.3259 53.2259 54.1295 55.0364 55.9464 56.8595 57.7754 58.6941 59.6154 60.5392 61.4654 62.3939 63.3246 64.2573 65.192 66.1287 67.0671 68.0074 68.9493 69.8928 70.8378 71.7844 72.7324 73.6817 74.6324 75.5844 76.5376 77.4919 78.4474 79.404 80.3617 81.3204 82.28 83.2406 84.2021 85.1645 86.1278 87.0919 88.0568 89.0225 89.9889 90.956 91.9239 92.8924 93.8616 94.8314 95.8019 96.7729 97.7446 98.7168 99.6895 100.663 101.637
24 24.0208 24.0832 24.1868 24.3311 24.5153 24.7386 25 25.2982 25.632 26 26.4008 26.8328 27.2947 27.7849 28.3019 28.8444 29.4109 30 30.6105 31.241 31.8904 32.5576 33.2415 33.9411 34.6554 35.3836 36.1248 36.8782 37.6431 38.4187 39.2046 40 40.8044 41.6173 42.4382 43.2666 44.1022 44.9444 45.793 46.6476 47.5079 48.3735 49.2443 50.1199 51 51.8845 52.7731 53.6656 54.5619 55.4617 56.3649 57.2713 58.1808 59.0931 60.0083 60.9262 61.8466 62.7694 63.6946 64.622 65.5515 66.4831 67.4166 68.352 69.2892 70.2282 71.1688 72.111 73.0548 74 74.9466 75.8947 76.844 77.7946 78.7464 79.6994 80.6536 81.6088 82.5651 83.5225 84.4808 85.44 86.4002 87.3613 88.3233 89.2861 90.2497 91.214 92.1792 93.145 94.1116 95.0789 96.0469 97.0155 97.9847 98.9545 99.925 100.896 101.868
25 25.02 25.0799 25.1794 25.318 25.4951 25.7099 25.9615 26.2488 26.5707 26.9258 27.313 27.7308 28.178 28.6531 29.1548 29.6816 30.2324 30.8058 31.4006 32.0156 32.6497 33.3017 33.9706 34.6554 35.3553 36.0694 36.7967 37.5366 38.2884 39.0512 39.8246 40.6079 41.4005 42.2019 43.0116 43.8292 44.6542 45.4863 46.3249 47.1699 48.0208 48.8774 49.7393 50.6063 51.4782 52.3546 53.2353 54.1202 55.0091 55.9017 56.7979 57.6975 58.6003 59.5063 60.4152 61.327 62.2415 63.1585 64.0781 65 65.9242 66.8506 67.7791 68.7095 69.6419 70.5762 71.5122 72.45 73.3894 74.3303 75.2728 76.2168 77.1622 78.1089 79.0569 80.0062 80.9568 81.9085 82.8613 83.8153 84.7703 85.7263 86.6833 87.6413 88.6002 89.56 90.5207 91.4822 92.4446 93.4077 94.3716 95.3362 96.3016 97.2677 98.2344 99.2018 100.17 101.139 102.108
26 26.0192 26.0768 26.1725 26.3059 26.4764 26.6833 26.9258 27.2029 27.5136 27.8568 28.2312 28.6356 29.0689 29.5296 30.0167 30.5287 31.0644 31.6228 32.2025 32.8024 33.4215 34.0588 34.7131 35.3836 36.0694 36.7696 37.4833 38.2099 38.9487 39.6989 40.4599 41.2311 42.0119 42.8019 43.6005 44.4072 45.2217 46.0435 46.8722 47.7074 48.5489 49.3964 50.2494 51.1077 51.9711 52.8394 53.7122 54.5894 55.4707 56.356 57.2451 58.1378 59.0339 59.9333 60.8358 61.7414 62.6498 63.561 64.4748 65.3911 66.3099 67.2309 68.1542 69.0797 70.0071 70.9366 71.8679 72.8011 73.736 74.6726 75.6108 76.5506 77.4919 78.4347 79.3788 80.3243 81.2712 82.2192 83.1685 84.119 85.0706 86.0233 86.977 87.9318 88.8876 89.8443 90.802 91.7606 92.72 93.6803 94.6414 95.6033 96.566 97.5295 98.4937 99.4585 100.424 101.39 102.357
27 27.0185 27.074 27.1662 27.2947 27.4591 27.6586 27.8927 28.1603 28.4605 28.7924 29.1548 29.5466 29.9666 30.4138 30.8869 31.3847 31.9061 32.45 33.0151 33.6006 34.2053 34.8281 35.4683 36.1248 36.7967 37.4833 38.1838 38.8973 39.6232 40.3609 41.1096 41.8688 42.638 43.4166 44.2041 45 45.8039 46.6154 47.4342 48.2597 49.0918 49.93 50.774 51.6236 52.4786 53.3385 54.2033 55.0727 55.9464 56.8243 57.7062 58.5918 59.4811 60.3738 61.2699 62.1691 63.0714 63.9766 64.8845 65.7951 66.7083 67.624 68.542 69.4622 70.3847 71.3092 72.2357 73.1642 74.0945 75.0267 75.9605 76.896 77.8332 78.7718 79.712 80.6536 81.5966 82.5409 83.4865 84.4334 85.3815 86.3308 87.2812 88.2326 89.1852 90.1388 91.0934 92.0489 93.0054 93.9628 94.921 95.8801 96.8401 97.8008 98.7623 99.7246 100.688 101.651 102.616
28 28.0179 28.0713 28.1603 28.2843 28.4429 28.6356 28.8617 29.1204 29.4109 29.7321 30.0832 30.4631 30.8707 31.305 31.7648 32.249 32.7567 33.2866 33.8378 34.4093 35 35.609 36.2353 36.8782 37.5366 38.2099 38.8973 39.598 40.3113 41.0366 41.7732 42.5206 43.2782 44.0454 44.8219 45.607 46.4004 47.2017 48.0104 48.8262 49.6488 50.4777 51.3128 52.1536 53 53.8516 54.7083 55.5698 56.4358 57.3062 58.1808 59.0593 59.9416 60.8276 61.7171 62.6099 63.5059 64.405 65.307 66.2118 67.1193 68.0294 68.942 69.857 70.7743 71.6938 72.6154 73.5391 74.4648 75.3923 76.3217 77.2528 78.1857 79.1202 80.0562 80.9938 81.9329 82.8734 83.8153 84.7585 85.703 86.6487 87.5957 88.5438 89.493 90.4434 91.3947 92.3472 93.3006 94.255 95.2103 96.1665 97.1236 98.0816 99.0404 100 100.96 101.922 102.883
29 29.0172 29.0689 29.1548 29.2746 29.4279 29.6142 29.8329 30.0832 30.3645 30.6757 31.0161 31.3847 31.7805 32.2025 32.6497 33.121 33.6155 34.1321 34.6699 35.2278 35.805 36.4005 37.0135 37.6431 38.2884 38.9487 39.6232 40.3113 41.0122 41.7253 42.45 43.1856 43.9318 44.6878 45.4533 46.2277 47.0106 47.8017 48.6004 49.4065 50.2195 51.0392 51.8652 52.6972 53.535 54.3783 55.2268 56.0803 56.9386 57.8014 58.6686 59.5399 60.4152 61.2944 62.1772 63.0635 63.9531 64.846 65.7419 66.6408 67.5426 68.4471 69.3542 70.2638 71.1758 72.0902 73.0068 73.9256 74.8465 75.7694 76.6942 77.6209 78.5493 79.4796 80.4114 81.3449 82.28 83.2166 84.1546 85.0941 86.0349 86.977 87.9204 88.8651 89.8109 90.7579 91.7061 92.6553 93.6056 94.5569 95.5092 96.4624 97.4166 98.3717 99.3277 100.285 101.242 102.201 103.16
30 30.0167 30.0666 30.1496 30.2655 30.4138 30.5941 30.8058 31.0483 31.3209 31.6228 31.9531 32.311 32.6956 33.1059 33.541 34 34.4819 34.9857 35.5106 36.0555 36.6197 37.2022 37.8021 38.4187 39.0512 39.6989 40.3609 41.0366 41.7253 42.4264 43.1393 43.8634 44.5982 45.3431 46.0977 46.8615 47.634 48.4149 49.2037 50 50.8035 51.614 52.4309 53.2541 54.0833 54.9181 55.7584 56.6039 57.4543 58.3095 59.1692 60.0333 60.9016 61.7738 62.6498 63.5295 64.4127 65.2993 66.1891 67.082 67.9779 68.8767 69.7782 70.6824 71.5891 72.4983 73.4098 74.3236 75.2396 76.1577 77.0779 78 78.924 79.8499 80.7775 81.7068 82.6378 83.5703 84.5044 85.44 86.3771 87.3155 88.2553 89.1964 90.1388 91.0824 92.0272 92.9731 93.9202 94.8683 95.8175 96.7678 97.719 98.6712 99.6243 100.578 101.533 102.489 103.446
31 31.0161 31.0644 31.1448 31.257 31.4006 31.5753 31.7805 32.0156 32.28 32.573 32.8938 33.2415 33.6155 34.0147 34.4384 34.8855 35.3553 35.8469 36.3593 36.8917 37.4433 38.0132 38.6005 39.2046 39.8246 40.4599 41.1096 41.7732 42.45 43.1393 43.8406 44.5533 45.2769 46.0109 46.7547 47.5079 48.2701 49.0408 49.8197 50.6063 51.4004 52.2015 53.0094 53.8238 54.6443 55.4707 56.3028 57.1402 57.9828 58.8303 59.6825 60.5392 61.4003 62.2656 63.1348 64.0078 64.8845 65.7647 66.6483 67.5352 68.4251 69.3181 70.214 71.1126 72.0139 72.9178 73.8241 74.7329 75.6439 76.5572 77.4726 78.3901 79.3095 80.2309 81.1542 82.0792 83.006 83.9345 84.8646 85.7963 86.7295 87.6641 88.6002 89.5377 90.4765 91.4166 92.358 93.3006 94.2444 95.1893 96.1353 97.0824 98.0306 98.9798 99.93 100.881 101.833 102.786 103.74
32 32.0156 32.0624 32.1403 32.249 32.3883 32.5576 32.7567 32.9848 33.2415 33.5261 33.8378 34.176 34.5398 34.9285 35.3412 35.7771 36.2353 36.7151 37.2156 37.7359 38.2753 38.833 39.4081 40 40.6079 41.2311 41.8688 42.5206 43.1856 43.8634 44.5533 45.2548 45.9674 46.6905 47.4236 48.1664 48.9183 49.679 50.448 51.225 52.0096 52.8015 53.6004 54.4059 55.2178 56.0357 56.8595 57.6888 58.5235 59.3633 60.208 61.0574 61.9112 62.7694 63.6318 64.4981 65.3682 66.242 67.1193 68 68.884 69.7711 70.6612 71.5542 72.45 73.3485 74.2496 75.1532 76.0592 76.9675 77.8781 78.7909 79.7057 80.6226 81.5414 82.4621 83.3847 84.309 85.235 86.1626 87.0919 88.0227 88.955 89.8888 90.824 91.7606 92.6984 93.6376 94.578 95.5196 96.4624 97.4064 98.3514 99.2975 100.245 101.193 102.142 103.092 104.043
33 33.0151 33.0606 33.1361 33.2415 33.3766 33.541 33.7343 33.9559 34.2053 34.4819 34.7851 35.1141 35.4683 35.8469 36.2491 36.6742 37.1214 37.5899 38.0789 38.5876 39.1152 39.6611 40.2244 40.8044 41.4005 42.0119 42.638 43.2782 43.9318 44.5982 45.2769 45.9674 46.669 47.3814 48.1041 48.8365 49.5782 50.3289 51.0882 51.8556 52.6308 53.4135 54.2033 55 55.8032 56.6127 57.4282 58.2495 59.0762 59.9083 60.7454 61.5873 62.434 63.2851 64.1405 65 65.8635 66.7308 67.6018 68.4763 69.3542 70.2353 71.1196 72.0069 72.8972 73.7902 74.686 75.5844 76.4853 77.3886 78.2943 79.2023 80.1124 81.0247 81.939 82.8553 83.7735 84.6936 85.6154 86.539 87.4643 88.3912 89.3197 90.2497 91.1811 92.1141 93.0484 93.984 94.921 95.8593 96.7988 97.7394 98.6813 99.6243 100.568 101.514 102.46 103.407 104.355
34 34.0147 34.0588 34.1321 34.2345 34.3657 34.5254 34.7131 34.9285 35.171 35.4401 35.7351 36.0555 36.4005 36.7696 37.1618 37.5766 38.0132 38.4708 38.9487 39.4462 39.9625 40.4969 41.0488 41.6173 42.2019 42.8019 43.4166 44.0454 44.6878 45.3431 46.0109 46.6905 47.3814 48.0833 48.7955 49.5177 50.2494 50.9902 51.7397 52.4976 53.2635 54.037 54.8179 55.6058 56.4004 57.2014 58.0086 58.8218 59.6406 60.4649 61.2944 62.1289 62.9682 63.8122 64.6607 65.5134 66.3702 67.2309 68.0955 68.9638 69.8355 70.7107 71.5891 72.4707 73.3553 74.2428 75.1332 76.0263 76.922 77.8203 78.721 79.6241 80.5295 81.4371 82.3468 83.2586 84.1724 85.0882 86.0058 86.9253 87.8465 88.7694 89.6939 90.6201 91.5478 92.477 93.4077 94.3398 95.2733 96.2081 97.1442 98.0816 99.0202 99.96 100.901 101.843 102.786 103.73 104.676
35 35.0143 35.0571 35.1283 35.2278 35.3553 35.5106 35.6931 35.9026 36.1386 36.4005 36.6879 37 37.3363 37.6962 38.0789 38.4838 38.9102 39.3573 39.8246 40.3113 40.8167 41.3401 41.8808 42.4382 43.0116 43.6005 44.2041 44.8219 45.4533 46.0977 46.7547 47.4236 48.1041 48.7955 49.4975 50.2096 50.9313 51.6624 52.4023 53.1507 53.9073 54.6717 55.4437 56.2228 57.0088 57.8014 58.6003 59.4054 60.2163 61.0328 61.8547 62.6817 63.5138 64.3506 65.192 66.0379 66.888 67.7422 68.6003 69.4622 70.3278 71.1969 72.0694 72.9452 73.8241 74.7061 75.591 76.4788 77.3692 78.2624 79.1581 80.0562 80.9568 81.8596 82.7647 83.672 84.5813 85.4927 86.406 87.3212 88.2383 89.1572 90.0777 91 91.9239 92.8493 93.7763 94.7048 95.6347 96.566 97.4987 98.4327 99.368 100.305 101.242 102.181 103.121 104.062 105.005
36 36.0139 36.0555 36.1248 36.2215 36.3456 36.4966 36.6742 36.8782 37.108 37.3631 37.6431 37.9473 38.2753 38.6264 39 39.3954 39.8121 40.2492 40.7063 41.1825 41.6773 42.19 42.72 43.2666 43.8292 44.4072 45 45.607 46.2277 46.8615 47.5079 48.1664 48.8365 49.5177 50.2096 50.9117 51.6236 52.345 53.0754 53.8145 54.5619 55.3173 56.0803 56.8507 57.6281 58.4123 59.203 60 60.803 61.6117 62.426 63.2456 64.0703 64.8999 65.7343 66.5733 67.4166 68.2642 69.1158 69.9714 70.8308 71.6938 72.5603 73.4302 74.3034 75.1798 76.0592 76.9415 77.8267 78.7147 79.6053 80.4984 81.3941 82.2922 83.1925 84.0952 85 85.9069 86.8159 87.7268 88.6397 89.5545 90.471 91.3893 92.3093 93.2309 94.1541 95.0789 96.0052 96.933 97.8621 98.7927 99.7246 100.658 101.592 102.528 103.465 104.403 105.342
37 37.0135 37.054 37.1214 37.2156 37.3363 37.4833 37.6563 37.855 38.0789 38.3275 38.6005 38.8973 39.2173 39.5601 39.9249 40.3113 40.7185 41.1461 41.5933 42.0595 42.5441 43.0465 43.566 44.1022 44.6542 45.2217 45.8039 46.4004 47.0106 47.634 48.2701 48.9183 49.5782 50.2494 50.9313 51.6236 52.3259 53.0377 53.7587 54.4885 55.2268 55.9732 56.7274 57.4891 58.258 59.0339 59.8164 60.6053 61.4003 62.2013 63.0079 63.8201 64.6375 65.4599 66.2873 67.1193 67.9559 68.7968 69.6419 70.4911 71.3442 72.2011 73.0616 73.9256 74.793 75.6637 76.5376 77.4145 78.2943 79.177 80.0625 80.9506 81.8413 82.7345 83.6301 84.5281 85.4283 86.3308 87.2353 88.1419 89.0505 89.9611 90.8735 91.7878 92.7038 93.6216 94.541 95.462 96.3846 97.3088 98.2344 99.1615 100.09 101.02 101.951 102.883 103.817 104.752 105.688
38 38.0132 38.0526 38.1182 38.2099 38.3275 38.4708 38.6394 38.833 39.0512 39.2938 39.5601 39.8497 40.1622 40.4969 40.8534 41.2311 41.6293 42.0476 42.4853 42.9418 43.4166 43.909 44.4185 44.9444 45.4863 46.0435 46.6154 47.2017 47.8017 48.4149 49.0408 49.679 50.3289 50.9902 51.6624 52.345 53.0377 53.7401 54.4518 55.1725 55.9017 56.6392 57.3847 58.1378 58.8982 59.6657 60.4401 61.2209 62.0081 62.8013 63.6003 64.405 65.215 66.0303 66.8506 67.6757 68.5055 69.3397 70.1783 71.0211 71.8679 72.7186 73.5731 74.4312 75.2928 76.1577 77.026 77.8974 78.7718 79.6492 80.5295 81.4125 82.2982 83.1865 84.0773 84.9706 85.8662 86.764 87.6641 88.5664 89.4707 90.377 91.2853 92.1954 93.1075 94.0213 94.9368 95.8541 96.7729 97.6934 98.6154 99.5389 100.464 101.39 102.318 103.247 104.178 105.109 106.042
39 39.0128 39.0512 39.1152 39.2046 39.3192 39.4588 39.6232 39.8121 40.025 40.2616 40.5216 40.8044 41.1096 41.4367 41.7852 42.1545 42.5441 42.9535 43.382 43.8292 44.2945 44.7772 45.2769 45.793 46.3249 46.8722 47.4342 48.0104 48.6004 49.2037 49.8197 50.448 51.0882 51.7397 52.4023 53.0754 53.7587 54.4518 55.1543 55.8659 56.5862 57.3149 58.0517 58.7963 59.5483 60.3075 61.0737 61.8466 62.6259 63.4114 64.2028 65 65.8027 66.6108 67.424 68.2422 69.0652 69.8928 70.7248 71.5612 72.4017 73.2462 74.0945 74.9466 75.8024 76.6616 77.5242 78.3901 79.2591 80.1311 81.0062 81.8841 82.7647 83.6481 84.534 85.4225 86.3134 87.2067 88.1022 89 89.8999 90.802 91.7061 92.6121 93.5201 94.4299 95.3415 96.2549 97.17 98.0867 99.0051 99.925 100.846 101.769 102.694 103.619 104.547 105.475 106.405
40 40.0125 40.05 40.1123 40.1995 40.3113 40.4475 40.6079 40.7922 41 41.2311 41.4849 41.7612 42.0595 42.3792 42.72 43.0813 43.4626 43.8634 44.2832 44.7214 45.1774 45.6508 46.1411 46.6476 47.1699 47.7074 48.2597 48.8262 49.4065 50 50.6063 51.225 51.8556 52.4976 53.1507 53.8145 54.4885 55.1725 55.8659 56.5685 57.28 58 58.7282 59.4643 60.208 60.959 61.7171 62.482 63.2535 64.0312 64.8151 65.6049 66.4003 67.2012 68.0074 68.8186 69.6348 70.4557 71.2811 72.111 72.9452 73.7835 74.6257 75.4718 76.3217 77.1751 78.032 78.8923 79.7559 80.6226 81.4923 82.365 83.2406 84.119 85 85.8836 86.7698 87.6584 88.5494 89.4427 90.3383 91.236 92.1358 93.0376 93.9415 94.8472 95.7549 96.6644 97.5756 98.4886 99.4032 100.319 101.237 102.157 103.078 104 104.924 105.849 106.775
41 41.0122 41.0488 41.1096 41.1947 41.3038 41.4367 41.5933 41.7732 41.9762 42.2019 42.45 42.72 43.0116 43.3244 43.6578 44.0114 44.3847 44.7772 45.1885 45.618 46.0652 46.5296 47.0106 47.5079 48.0208 48.5489 49.0918 49.6488 50.2195 50.8035 51.4004 52.0096 52.6308 53.2635 53.9073 54.5619 55.2268 55.9017 56.5862 57.28 57.9828 58.6941 59.4138 60.1415 60.8769 61.6198 62.3699 63.1269 63.8905 64.6607 65.437 66.2193 67.0075 67.8012 68.6003 69.4046 70.214 71.0282 71.8471 72.6705 73.4983 74.3303 75.1665 76.0066 76.8505 77.6981 78.5493 79.404 80.2621 81.1234 81.9878 82.8553 83.7257 84.5991 85.4751 86.3539 87.2353 88.1192 89.0056 89.8944 90.7855 91.6788 92.5743 93.4719 94.3716 95.2733 96.1769 97.0824 97.9898 98.8989 99.8098 100.722 101.637 102.552 103.47 104.389 105.309 106.231 107.154
42 42.0119 42.0476 42.107 42.19 42.2966 42.4264 42.5793 42.7551 42.9535 43.1741 43.4166 43.6807 43.9659 44.2719 44.5982 44.9444 45.31 45.6946 46.0977 46.5188 46.9574 47.4131 47.8853 48.3735 48.8774 49.3964 49.93 50.4777 51.0392 51.614 52.2015 52.8015 53.4135 54.037 54.6717 55.3173 55.9732 56.6392 57.3149 58 58.6941 59.397 60.1082 60.8276 61.5549 62.2896 63.0317 63.7809 64.5368 65.2993 66.0681 66.8431 67.624 68.4105 69.2026 70 70.8025 71.6101 72.4224 73.2393 74.0608 74.8866 75.7166 76.5506 77.3886 78.2304 79.0759 79.925 80.7775 81.6333 82.4924 83.3547 84.22 85.0882 85.9593 86.8332 87.7097 88.5889 89.4707 90.3549 91.2414 92.1303 93.0215 93.9149 94.8103 95.7079 96.6075 97.509 98.4124 99.3177 100.225 101.134 102.044 102.956 103.87 104.785 105.702 106.621 107.541
43 43.0116 43.0465 43.1045 43.1856 43.2897 43.4166 43.566 43.7379 43.9318 44.1475 44.3847 44.643 44.9222 45.2217 45.5412 45.8803 46.2385 46.6154 47.0106 47.4236 47.8539 48.3011 48.7647 49.2443 49.7393 50.2494 50.774 51.3128 51.8652 52.4309 53.0094 53.6004 54.2033 54.8179 55.4437 56.0803 56.7274 57.3847 58.0517 58.7282 59.4138 60.1082 60.8112 61.5224 62.2415 62.9682 63.7024 64.4438 65.192 65.9469 66.7083 67.4759 68.2495 69.029 69.814 70.6045 71.4003 72.2011 73.0068 73.8173 74.6324 75.452 76.2758 77.1038 77.9359 78.7718 79.6116 80.455 81.3019 82.1523 83.006 83.863 84.7231 85.5862 86.4523 87.3212 88.193 89.0674 89.9444 90.824 91.7061 92.5905 93.4773 94.3663 95.2575 96.1509 97.0464 97.9439 98.8433 99.7447 100.648 101.553 102.46 103.368 104.278 105.19 106.104 107.019 107.935
44 44.0114 44.0454 44.1022 44.1814 44.2832 44.4072 44.5533 44.7214 44.911 45.1221 45.3542 45.607 45.8803 46.1736 46.4866 46.8188 47.1699 47.5395 47.927 48.3322 48.7545 49.1935 49.6488 50.1199 50.6063 51.1077 51.6236 52.1536 52.6972 53.2541 53.8238 54.4059 55 55.6058 56.2228 56.8507 57.4891 58.1378 58.7963 59.4643 60.1415 60.8276 61.5224 62.2254 62.9365 63.6553 64.3817 65.1153 65.8559 66.6033 67.3573 68.1175 68.884 69.6563 70.4344 71.218 72.0069 72.8011 73.6003 74.4043 75.213 76.0263 76.844 77.666 78.492 79.3221 80.1561 80.9938 81.8352 82.6801 83.5284 84.3801 85.235 86.093 86.954 87.818 88.6848 89.5545 90.4268 91.3017 92.1792 93.0591 93.9415 94.8262 95.7131 96.6023 97.4936 98.387 99.2824 100.18 101.079 101.98 102.883 103.788 104.695 105.603 106.513 107.424 108.337
45 45.0111 45.0444 45.0999 45.1774 45.2769 45.3982 45.5412 45.7056 45.8912 46.0977 46.3249 46.5725 46.8402 47.1275 47.4342 47.7598 48.1041 48.4665 48.8467 49.2443 49.6588 50.0899 50.5371 51 51.4782 51.9711 52.4786 53 53.535 54.0833 54.6443 55.2178 55.8032 56.4004 57.0088 57.6281 58.258 58.8982 59.5483 60.208 60.8769 61.5549 62.2415 62.9365 63.6396 64.3506 65.0692 65.7951 66.5282 67.2681 68.0147 68.7677 69.527 70.2922 71.0634 71.8401 72.6223 73.4098 74.2024 75 75.8024 76.6094 77.4209 78.2368 79.0569 79.8812 80.7094 81.5414 82.3772 83.2166 84.0595 84.9058 85.7555 86.6083 87.4643 88.3233 89.1852 90.05 90.9175 91.7878 92.6607 93.5361 94.414 95.2943 96.1769 97.0618 97.949 98.8383 99.7296 100.623 101.518 102.416 103.315 104.216 105.119 106.024 106.93 107.838 108.747
46 46.0109 46.0435 46.0977 46.1736 46.2709 46.3897 46.5296 46.6905 46.8722 47.0744 47.2969 47.5395 47.8017 48.0833 48.3839 48.7032 49.0408 49.3964 49.7695 50.1597 50.5668 50.9902 51.4296 51.8845 52.3546 52.8394 53.3385 53.8516 54.3783 54.9181 55.4707 56.0357 56.6127 57.2014 57.8014 58.4123 59.0339 59.6657 60.3075 60.959 61.6198 62.2896 62.9682 63.6553 64.3506 65.0538 65.7647 66.4831 67.2086 67.9412 68.6804 69.4262 70.1783 70.9366 71.7008 72.4707 73.2462 74.027 74.8131 75.6042 76.4003 77.201 78.0064 78.8162 79.6304 80.4487 81.2712 82.0975 82.9277 83.7616 84.5991 85.44 86.2844 87.1321 87.983 88.8369 89.6939 90.5539 91.4166 92.2822 93.1504 94.0213 94.8947 95.7706 96.6488 97.5295 98.4124 99.2975 100.185 101.074 101.966 102.859 103.755 104.652 105.551 106.452 107.355 108.259 109.165
47 47.0106 47.0425 47.0956 47.1699 47.2652 47.3814 47.5184 47.676 47.8539 48.0521 48.2701 48.5077 48.7647 49.0408 49.3356 49.6488 49.98 50.3289 50.6952 51.0784 51.4782 51.8941 52.3259 52.7731 53.2353 53.7122 54.2033 54.7083 55.2268 55.7584 56.3028 56.8595 57.4282 58.0086 58.6003 59.203 59.8164 60.4401 61.0737 61.7171 62.3699 63.0317 63.7024 64.3817 65.0692 65.7647 66.468 67.1789 67.897 68.6222 69.3542 70.0928 70.8378 71.5891 72.3464 73.1095 73.8783 74.6525 75.4321 76.2168 77.0065 77.801 78.6003 79.404 80.2122 81.0247 81.8413 82.662 83.4865 84.3149 85.1469 85.9826 86.8217 87.6641 88.5099 89.3588 90.2109 91.0659 91.9239 92.7847 93.6483 94.5145 95.3834 96.2549 97.1288 98.0051 98.8838 99.7647 100.648 101.533 102.421 103.31 104.202 105.095 105.991 106.888 107.787 108.688 109.59
48 48.0104 48.0416 48.0937 48.1664 48.2597 48.3735 48.5077 48.6621 48.8365 49.0306 49.2443 49.4773 49.7293 50 50.2892 50.5964 50.9215 51.264 51.6236 52 52.3927 52.8015 53.2259 53.6656 54.1202 54.5894 55.0727 55.5698 56.0803 56.6039 57.1402 57.6888 58.2495 58.8218 59.4054 60 60.6053 61.2209 61.8466 62.482 63.1269 63.7809 64.4438 65.1153 65.7951 66.4831 67.1789 67.8823 68.593 69.3109 70.0357 70.7672 71.5052 72.2496 73 73.7564 74.5185 75.2861 76.0592 76.8375 77.6209 78.4092 79.2023 80 80.8022 81.6088 82.4197 83.2346 84.0536 84.8764 85.703 86.5332 87.367 88.2043 89.0449 89.8888 90.7359 91.586 92.4392 93.2952 94.1541 95.0158 95.8801 96.7471 97.6166 98.4886 99.363 100.24 101.119 102 102.883 103.769 104.657 105.546 106.438 107.331 108.227 109.124 110.023
