100 100
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99
49 49.0102 49.0408 49.0918 49.163 49.2544 49.366 49.4975 49.6488 49.8197 50.01 50.2195 50.448 50.6952 50.9608 51.2445 51.5461 51.8652 52.2015 52.5547 52.9245 53.3104 53.7122 54.1295 54.5619 55.0091 55.4707 55.9464 56.4358 56.9386 57.4543 57.9828 58.5235 59.0762 59.6406 60.2163 60.803 61.4003 62.0081 62.6259 63.2535 63.8905 64.5368 65.192 65.8559 66.5282 67.2086 67.897 68.593 69.2965 70.0071 70.7248 71.4493 72.1803 72.9178 73.6614 74.411 75.1665 75.9276 76.6942 77.4661 78.2432 79.0253 79.8123 80.604 81.4002 82.201 83.006 83.8153 84.6286 85.4459 86.267 87.0919 87.9204 88.7525 89.5879 90.4268 91.2688 92.1141 92.9624 93.8136 94.6678 95.5249 96.3846 97.2471 98.1122 98.9798 99.8499 100.722 101.597 102.474 103.354 104.235 105.119 106.005 106.892 107.782 108.674 109.567 110.463
50 50.01 50.04 50.0899 50.1597 50.2494 50.3587 50.4876 50.636 50.8035 50.9902 51.1957 51.4198 51.6624 51.923 52.2015 52.4976 52.811 53.1413 53.4883 53.8516 54.231 54.626 55.0364 55.4617 55.9017 56.356 56.8243 57.3062 57.8014 58.3095 58.8303 59.3633 59.9083 60.4649 61.0328 61.6117 62.2013 62.8013 63.4114 64.0312 64.6607 65.2993 65.9469 66.6033 67.2681 67.9412 68.6222 69.3109 70.0071 70.7107 71.4213 72.1388 72.8629 73.5935 74.3303 75.0733 75.8222 76.5768 77.3369 78.1025 78.8733 79.6492 80.4301 81.2158 82.0061 82.801 83.6002 84.4038 85.2115 86.0233 86.8389 87.6584 88.4816 89.3085 90.1388 90.9725 91.8096 92.6499 93.4933 94.3398 95.1893 96.0417 96.8969 97.7548 98.6154 99.4786 100.344 101.213 102.083 102.956 103.832 104.709 105.589 106.471 107.355 108.24 109.128 110.018 110.91
51 51.0098 51.0392 51.0882 51.1566 51.2445 51.3517 51.4782 51.6236 51.788 51.9711 52.1728 52.3927 52.6308 52.8867 53.1601 53.4509 53.7587 54.0833 54.4243 54.7814 55.1543 55.5428 55.9464 56.3649 56.7979 57.2451 57.7062 58.1808 58.6686 59.1692 59.6825 60.208 60.7454 61.2944 61.8547 62.426 63.0079 63.6003 64.2028 64.8151 65.437 66.0681 66.7083 67.3573 68.0147 68.6804 69.3542 70.0357 70.7248 71.4213 72.1249 72.8354 73.5527 74.2765 75.0067 75.743 76.4853 77.2334 77.9872 78.7464 79.511 80.2808 81.0555 81.8352 82.6196 83.4086 84.2021 85 85.8021 86.6083 87.4185 88.2326 89.0505 89.8721 90.6973 91.526 92.358 93.1933 94.0319 94.8736 95.7183 96.566 97.4166 98.27 99.1262 99.985 100.846 101.71 102.577 103.446 104.317 105.19 106.066 106.944 107.824 108.706 109.59 110.476 111.364
52 52.0096 52.0384 52.0865 52.1536 52.2398 52.345 52.469 52.6118 52.7731 52.9528 53.1507 53.3667 53.6004 53.8516 54.1202 54.4059 54.7083 55.0273 55.3624 55.7136 56.0803 56.4624 56.8595 57.2713 57.6975 58.1378 58.5918 59.0593 59.5399 60.0333 60.5392 61.0574 61.5873 62.1289 62.6817 63.2456 63.8201 64.405 65 65.6049 66.2193 66.8431 67.4759 68.1175 68.7677 69.4262 70.0928 70.7672 71.4493 72.1388 72.8354 73.5391 74.2496 74.9667 75.6902 76.4199 77.1557 77.8974 78.6448 79.3977 80.1561 80.9197 81.6884 82.4621 83.2406 84.0238 84.8116 85.6037 86.4002 87.2009 88.0057 88.8144 89.627 90.4434 91.2634 92.0869 92.9139 93.7443 94.578 95.4149 96.2549 97.0979 97.9439 98.7927 99.6444 100.499 101.356 102.215 103.078 103.942 104.809 105.679 106.55 107.424 108.301 109.179 110.059 110.941 111.826
53 53.0094 53.0377 53.0848 53.1507 53.2353 53.3385 53.4603 53.6004 53.7587 53.9351 54.1295 54.3415 54.5711 54.8179 55.0818 55.3624 55.6597 55.9732 56.3028 56.648 57.0088 57.3847 57.7754 58.1808 58.6003 59.0339 59.4811 59.9416 60.4152 60.9016 61.4003 61.9112 62.434 62.9682 63.5138 64.0703 64.6375 65.215 65.8027 66.4003 67.0075 67.624 68.2495 68.884 69.527 70.1783 70.8378 71.5052 72.1803 72.8629 73.5527 74.2496 74.9533 75.6637 76.3806 77.1038 77.8332 78.5684 79.3095 80.0562 80.8084 81.5659 82.3286 83.0963 83.8689 84.6463 85.4283 86.2148 87.0057 87.8009 88.6002 89.4036 90.2109 91.022 91.8368 92.6553 93.4773 94.3027 95.1315 95.9635 96.7988 97.6371 98.4784 99.3227 100.17 101.02 101.872 102.728 103.586 104.446 105.309 106.174 107.042 107.912 108.784 109.659 110.535 111.414 112.294
54 54.0093 54.037 54.0833 54.1479 54.231 54.3323 54.4518 54.5894 54.7449 54.9181 55.109 55.3173 55.5428 55.7853 56.0446 56.3205 56.6127 56.921 57.2451 57.5847 57.9396 58.3095 58.6941 59.0931 59.5063 59.9333 60.3738 60.8276 61.2944 61.7738 62.2656 62.7694 63.2851 63.8122 64.3506 64.8999 65.4599 66.0303 66.6108 67.2012 67.8012 68.4105 69.029 69.6563 70.2922 70.9366 71.5891 72.2496 72.9178 73.5935 74.2765 74.9667 75.6637 76.3675 77.0779 77.7946 78.5175 79.2465 79.9812 80.7217 81.4678 82.2192 82.9759 83.7377 84.5044 85.276 86.0523 86.8332 87.6185 88.4081 89.202 90 90.802 91.6079 92.4175 93.2309 94.0479 94.8683 95.6922 96.5194 97.3499 98.1835 99.0202 99.8599 100.703 101.548 102.396 103.247 104.101 104.957 105.816 106.677 107.541 108.407 109.275 110.145 111.018 111.893 112.77
55 55.0091 55.0364 55.0818 55.1453 55.2268 55.3263 55.4437 55.5788 55.7315 55.9017 56.0892 56.2939 56.5155 56.7539 57.0088 57.28 57.5674 57.8705 58.1893 58.5235 58.8727 59.2368 59.6154 60.0083 60.4152 60.8358 61.2699 61.7171 62.1772 62.6498 63.1348 63.6318 64.1405 64.6607 65.192 65.7343 66.2873 66.8506 67.424 68.0074 68.6003 69.2026 69.814 70.4344 71.0634 71.7008 72.3464 73 73.6614 74.3303 75.0067 75.6902 76.3806 77.0779 77.7817 78.492 79.2086 79.9312 80.6598 81.3941 82.134 82.8794 83.6301 84.386 85.1469 85.9127 86.6833 87.4586 88.2383 89.0225 89.8109 90.6035 91.4002 92.2009 93.0054 93.8136 94.6256 95.4411 96.2601 97.0824 97.9081 98.737 99.5691 100.404 101.242 102.083 102.927 103.774 104.623 105.475 106.33 107.187 108.046 108.908 109.772 110.639 111.508 112.379 113.252
56 56.0089 56.0357 56.0803 56.1427 56.2228 56.3205 56.4358 56.5685 56.7186 56.8859 57.0701 57.2713 57.4891 57.7235 57.9741 58.2409 58.5235 58.8218 59.1354 59.4643 59.808 60.1664 60.5392 60.9262 61.327 61.7414 62.1691 62.6099 63.0635 63.5295 64.0078 64.4981 65 65.5134 66.0379 66.5733 67.1193 67.6757 68.2422 68.8186 69.4046 70 70.6045 71.218 71.8401 72.4707 73.1095 73.7564 74.411 75.0733 75.743 76.4199 77.1038 77.7946 78.492 79.196 79.9062 80.6226 81.3449 82.0731 82.807 83.5464 84.2912 85.0412 85.7963 86.5563 87.3212 88.0909 88.8651 89.6437 90.4268 91.214 92.0054 92.8009 93.6002 94.4034 95.2103 96.0208 96.8349 97.6524 98.4733 99.2975 100.125 100.955 101.789 102.626 103.465 104.307 105.152 106 106.85 107.703 108.559 109.417 110.277 111.14 112.004 112.872 113.741
57 57.0088 57.0351 57.0789 57.1402 57.2189 57.3149 57.4282 57.5587 57.7062 57.8705 58.0517 58.2495 58.4637 58.6941 58.9406 59.203 59.4811 59.7746 60.0833 60.407 60.7454 61.0983 61.4654 61.8466 62.2415 62.6498 63.0714 63.5059 63.9531 64.4127 64.8845 65.3682 65.8635 66.3702 66.888 67.4166 67.9559 68.5055 69.0652 69.6348 70.214 70.8025 71.4003 72.0069 72.6223 73.2462 73.8783 74.5185 75.1665 75.8222 76.4853 77.1557 77.8332 78.5175 79.2086 79.9062 80.6102 81.3204 82.0366 82.7587 83.4865 84.22 84.9588 85.703 86.4523 87.2067 87.9659 88.7299 89.4986 90.2718 91.0494 91.8314 92.6175 93.4077 94.2019 95 95.8019 96.6075 97.4166 98.2293 99.0454 99.8649 100.688 101.514 102.343 103.175 104.01 104.848 105.688 106.532 107.378 108.227 109.078 109.932 110.788 111.647 112.508 113.371 114.237
58 58.0086 58.0345 58.0775 58.1378 58.2151 58.3095 58.4209 58.5491 58.6941 58.8558 59.0339 59.2284 59.439 59.6657 59.9083 60.1664 60.4401 60.7289 61.0328 61.3514 61.6847 62.0322 62.3939 62.7694 63.1585 63.561 63.9766 64.405 64.846 65.2993 65.7647 66.242 66.7308 67.2309 67.7422 68.2642 68.7968 69.3397 69.8928 70.4557 71.0282 71.6101 72.2011 72.8011 73.4098 74.027 74.6525 75.2861 75.9276 76.5768 77.2334 77.8974 78.5684 79.2465 79.9312 80.6226 81.3204 82.0244 82.7345 83.4506 84.1724 84.8999 85.6329 86.3713 87.1149 87.8635 88.6172 89.3756 90.1388 90.9065 91.6788 92.4554 93.2363 94.0213 94.8103 95.6033 96.4002 97.2008 98.0051 98.813 99.6243 100.439 101.257 102.078 102.903 103.73 104.561 105.394 106.231 107.07 107.912 108.757 109.604 110.454 111.306 112.161 113.018 113.877 114.739
59 59.0085 59.0339 59.0762 59.1354 59.2115 59.3043 59.4138 59.5399 59.6825 59.8415 60.0167 60.208 60.4152 60.6383 60.8769 61.131 61.4003 61.6847 61.9839 62.2977 62.6259 62.9682 63.3246 63.6946 64.0781 64.4748 64.8845 65.307 65.7419 66.1891 66.6483 67.1193 67.6018 68.0955 68.6003 69.1158 69.6419 70.1783 70.7248 71.2811 71.8471 72.4224 73.0068 73.6003 74.2024 74.8131 75.4321 76.0592 76.6942 77.3369 77.9872 78.6448 79.3095 79.9812 80.6598 81.3449 82.0366 82.7345 83.4386 84.1487 84.8646 85.5862 86.3134 87.046 87.7838 88.5268 89.2749 90.0278 90.7855 91.5478 92.3147 93.086 93.8616 94.6414 95.4254 96.2133 97.0052 97.8008 98.6002 99.4032 100.21 101.02 101.833 102.65 103.47 104.293 105.119 105.948 106.78 107.615 108.453 109.293 110.136 110.982 111.83 112.681 113.534 114.39 115.248
60 60.0083 60.0333 60.075 60.1332 60.208 60.2993 60.407 60.531 60.6712 60.8276 61 61.1882 61.3922 61.6117 61.8466 62.0967 62.3618 62.6418 62.9365 63.2456 63.5689 63.9062 64.2573 64.622 65 65.3911 65.7951 66.2118 66.6408 67.082 67.5352 68 68.4763 68.9638 69.4622 69.9714 70.4911 71.0211 71.5612 72.111 72.6705 73.2393 73.8173 74.4043 75 75.6042 76.2168 76.8375 77.4661 78.1025 78.7464 79.3977 80.0562 80.7217 81.3941 82.0731 82.7587 83.4506 84.1487 84.8528 85.5628 86.2786 87 87.7268 88.459 89.1964 89.9389 90.6863 91.4385 92.1954 92.957 93.723 94.4934 95.268 96.0469 96.8297 97.6166 98.4073 99.2018 100 100.802 101.607 102.416 103.228 104.043 104.862 105.683 106.508 107.336 108.167 109 109.836 110.675 111.517 112.361 113.208 114.057 114.909 115.763
61 61.0082 61.0328 61.0737 61.131 61.2046 61.2944 61.4003 61.5224 61.6604 61.8142 61.9839 62.1691 62.3699 62.5859 62.8172 63.0635 63.3246 63.6003 63.8905 64.195 64.5136 64.846 65.192 65.5515 65.9242 66.3099 66.7083 67.1193 67.5426 67.9779 68.4251 68.884 69.3542 69.8355 70.3278 70.8308 71.3442 71.8679 72.4017 72.9452 73.4983 74.0608 74.6324 75.213 75.8024 76.4003 77.0065 77.6209 78.2432 78.8733 79.511 80.1561 80.8084 81.4678 82.134 82.807 83.4865 84.1724 84.8646 85.5628 86.267 86.977 87.6926 88.4138 89.1403 89.8721 90.6091 91.351 92.0978 92.8493 93.6056 94.3663 95.1315 95.901 96.6747 97.4526 98.2344 99.0202 99.8098 100.603 101.4 102.201 103.005 103.812 104.623 105.437 106.254 107.075 107.898 108.724 109.554 110.386 111.221 112.058 112.898 113.741 114.586 115.434 116.284
62 62.0081 62.0322 62.0725 62.1289 62.2013 62.2896 62.3939 62.514 62.6498 62.8013 62.9682 63.1506 63.3482 63.561 63.7887 64.0312 64.2884 64.56 64.846 65.146 65.4599 65.7875 66.1287 66.4831 66.8506 67.2309 67.624 68.0294 68.4471 68.8767 69.3181 69.7711 70.2353 70.7107 71.1969 71.6938 72.2011 72.7186 73.2462 73.7835 74.3303 74.8866 75.452 76.0263 76.6094 77.201 77.801 78.4092 79.0253 79.6492 80.2808 80.9197 81.5659 82.2192 82.8794 83.5464 84.22 84.8999 85.5862 86.2786 86.977 87.6812 88.3912 89.1067 89.8276 90.5539 91.2853 92.0217 92.7631 93.5094 94.2603 95.0158 95.7758 96.5401 97.3088 98.0816 98.8585 99.6393 100.424 101.213 102.005 102.801 103.6 104.403 105.209 106.019 106.832 107.648 108.467 109.289 110.114 110.941 111.772 112.606 113.442 114.28 115.122 115.966 116.812
63 63.0079 63.0317 63.0714 63.1269 63.1981 63.2851 63.3877 63.5059 63.6396 63.7887 63.9531 64.1327 64.3273 64.5368 64.7611 65 65.2534 65.521 65.8027 66.0984 66.4078 66.7308 67.0671 67.4166 67.7791 68.1542 68.542 68.942 69.3542 69.7782 70.214 70.6612 71.1196 71.5891 72.0694 72.5603 73.0616 73.5731 74.0945 74.6257 75.1665 75.7166 76.2758 76.844 77.4209 78.0064 78.6003 79.2023 79.8123 80.4301 81.0555 81.6884 82.3286 82.9759 83.6301 84.2912 84.9588 85.6329 86.3134 87 87.6926 88.3912 89.0955 89.8053 90.5207 91.2414 91.9674 92.6984 93.4345 94.1754 94.921 95.6713 96.4261 97.1854 97.949 98.7168 99.4887 100.265 101.045 101.828 102.616 103.407 104.202 105 105.802 106.607 107.415 108.227 109.041 109.859 110.68 111.503 112.33 113.159 113.991 114.826 115.663 116.503 117.346
64 64.0078 64.0312 64.0703 64.1249 64.195 64.2806 64.3817 64.4981 64.6297 64.7765 64.9384 65.1153 65.307 65.5134 65.7343 65.9697 66.2193 66.4831 66.7608 67.0522 67.3573 67.6757 68.0074 68.352 68.7095 69.0797 69.4622 69.857 70.2638 70.6824 71.1126 71.5542 72.0069 72.4707 72.9452 73.4302 73.9256 74.4312 74.9466 75.4718 76.0066 76.5506 77.1038 77.666 78.2368 78.8162 79.404 80 80.604 81.2158 81.8352 82.4621 83.0963 83.7377 84.386 85.0412 85.703 86.3713 87.046 87.7268 88.4138 89.1067 89.8053 90.5097 91.2195 91.9348 92.6553 93.3809 94.1116 94.8472 95.5877 96.3328 97.0824 97.8366 98.5951 99.3579 100.125 100.896 101.671 102.45 103.233 104.019 104.809 105.603 106.4 107.201 108.005 108.812 109.622 110.436 111.252 112.071 112.894 113.719 114.547 115.378 116.211 117.047 117.886
65 65.0077 65.0308 65.0692 65.123 65.192 65.2763 65.3758 65.4905 65.6201 65.7647 65.9242 66.0984 66.2873 66.4906 66.7083 66.9403 67.1863 67.4463 67.72 68.0074 68.3081 68.6222 68.9493 69.2892 69.6419 70.0071 70.3847 70.7743 71.1758 71.5891 72.0139 72.45 72.8972 73.3553 73.8241 74.3034 74.793 75.2928 75.8024 76.3217 76.8505 77.3886 77.9359 78.492 79.0569 79.6304 80.2122 80.8022 81.4002 82.0061 82.6196 83.2406 83.8689 84.5044 85.1469 85.7963 86.4523 87.1149 87.7838 88.459 89.1403 89.8276 90.5207 91.2195 91.9239 92.6337 93.3488 94.0691 94.7945 95.5249 96.2601 97 97.7446 98.4937 99.2472 100.005 100.767 101.533 102.303 103.078 103.856 104.637 105.423 106.212 107.005 107.801 108.6 109.403 110.209 111.018 111.83 112.645 113.464 114.285 115.109 115.935 116.765 117.597 118.431
66 66.0076 66.0303 66.0681 66.1211 66.1891 66.2722 66.3702 66.4831 66.6108 66.7533 66.9104 67.082 67.2681 67.4685 67.6831 67.9117 68.1542 68.4105 68.6804 68.9638 69.2604 69.5701 69.8928 70.2282 70.5762 70.9366 71.3092 71.6938 72.0902 72.4983 72.9178 73.3485 73.7902 74.2428 74.7061 75.1798 75.6637 76.1577 76.6616 77.1751 77.6981 78.2304 78.7718 79.3221 79.8812 80.4487 81.0247 81.6088 82.201 82.801 83.4086 84.0238 84.6463 85.276 85.9127 86.5563 87.2067 87.8635 88.5268 89.1964 89.8721 90.5539 91.2414 91.9348 92.6337 93.3381 94.0479 94.7629 95.483 96.2081 96.9381 97.6729 98.4124 99.1564 99.905 100.658 101.415 102.176 102.942 103.711 104.484 105.262 106.042 106.827 107.615 108.407 109.202 110 110.802 111.606 112.414 113.225 114.039 114.856 115.676 116.499 117.324 118.152 118.983
67 67.0075 67.0298 67.0671 67.1193 67.1863 67.2681 67.3647 67.4759 67.6018 67.7422 67.897 68.0661 68.2495 68.4471 68.6586 68.884 69.1231 69.3758 69.6419 69.9214 70.214 70.5195 70.8378 71.1688 71.5122 71.8679 72.2357 72.6154 73.0068 73.4098 73.8241 74.2496 74.686 75.1332 75.591 76.0592 76.5376 77.026 77.5242 78.032 78.5493 79.0759 79.6116 80.1561 80.7094 81.2712 81.8413 82.4197 83.006 83.6002 84.2021 84.8116 85.4283 86.0523 86.6833 87.3212 87.9659 88.6172 89.2749 89.9389 90.6091 91.2853 91.9674 92.6553 93.3488 94.0479 94.7523 95.462 96.1769 96.8969 97.6217 98.3514 99.0858 99.8248 100.568 101.316 102.069 102.825 103.586 104.35 105.119 105.891 106.668 107.448 108.231 109.018 109.809 110.603 111.4 112.201 113.004 113.811 114.621 115.434 116.25 117.068 117.89 118.714 119.541
68 68.0074 68.0294 68.0661 68.1175 68.1836 68.2642 68.3593 68.469 68.593 68.7314 68.884 69.0507 69.2315 69.4262 69.6348 69.857 70.0928 70.342 70.6045 70.8802 71.1688 71.4703 71.7844 72.111 72.45 72.8011 73.1642 73.5391 73.9256 74.3236 74.7329 75.1532 75.5844 76.0263 76.4788 76.9415 77.4145 77.8974 78.3901 78.8923 79.404 79.925 80.455 80.9938 81.5414 82.0975 82.662 83.2346 83.8153 84.4038 85 85.6037 86.2148 86.8332 87.4586 88.0909 88.7299 89.3756 90.0278 90.6863 91.351 92.0217 92.6984 93.3809 94.0691 94.7629 95.462 96.1665 96.8762 97.591 98.3107 99.0353 99.7647 100.499 101.237 101.98 102.728 103.479 104.235 104.995 105.759 106.527 107.299 108.074 108.853 109.636 110.422 111.212 112.004 112.801 113.6 114.403 115.209 116.017 116.829 117.644 118.461 119.281 120.104
69 69.0072 69.029 69.0652 69.1158 69.1809 69.2604 69.3542 69.4622 69.5845 69.7209 69.8713 70.0357 70.214 70.406 70.6116 70.8308 71.0634 71.3092 71.5681 71.8401 72.1249 72.4224 72.7324 73.0548 73.3894 73.736 74.0945 74.4648 74.8465 75.2396 75.6439 76.0592 76.4853 76.922 77.3692 77.8267 78.2943 78.7718 79.2591 79.7559 80.2621 80.7775 81.3019 81.8352 82.3772 82.9277 83.4865 84.0536 84.6286 85.2115 85.8021 86.4002 87.0057 87.6185 88.2383 88.8651 89.4986 90.1388 90.7855 91.4385 92.0978 92.7631 93.4345 94.1116 94.7945 95.483 96.1769 96.8762 97.5807 98.2904 99.0051 99.7246 100.449 101.178 101.912 102.65 103.392 104.139 104.89 105.646 106.405 107.168 107.935 108.706 109.481 110.259 111.041 111.826 112.614 113.406 114.202 115 115.802 116.606 117.414 118.224 119.038 119.854 120.673
70 70.0071 70.0286 70.0643 70.1142 70.1783 70.2567 70.3491 70.4557 70.5762 70.7107 70.859 71.0211 71.1969 71.3863 71.5891 71.8053 72.0347 72.2772 72.5328 72.8011 73.0821 73.3757 73.6817 74 74.3303 74.6726 75.0267 75.3923 75.7694 76.1577 76.5572 76.9675 77.3886 77.8203 78.2624 78.7147 79.177 79.6492 80.1311 80.6226 81.1234 81.6333 82.1523 82.6801 83.2166 83.7616 84.3149 84.8764 85.4459 86.0233 86.6083 87.2009 87.8009 88.4081 89.0225 89.6437 90.2718 90.9065 91.5478 92.1954 92.8493 93.5094 94.1754 94.8472 95.5249 96.2081 96.8969 97.591 98.2904 98.9949 99.7046 100.419 101.139 101.863 102.591 103.325 104.062 104.805 105.551 106.301 107.056 107.815 108.577 109.343 110.114 110.887 111.665 112.446 113.23 114.018 114.809 115.603 116.4 117.201 118.004 118.811 119.62 120.433 121.248
71 71.007 71.0282 71.0634 71.1126 71.1758 71.2531 71.3442 71.4493 71.5681 71.7008 71.8471 72.0069 72.1803 72.3671 72.5672 72.7805 73.0068 73.2462 73.4983 73.7631 74.0405 74.3303 74.6324 74.9466 75.2728 75.6108 75.9605 76.3217 76.6942 77.0779 77.4726 77.8781 78.2943 78.721 79.1581 79.6053 80.0625 80.5295 81.0062 81.4923 81.9878 82.4924 83.006 83.5284 84.0595 84.5991 85.1469 85.703 86.267 86.8389 87.4185 88.0057 88.6002 89.202 89.8109 90.4268 91.0494 91.6788 92.3147 92.957 93.6056 94.2603 94.921 95.5877 96.2601 96.9381 97.6217 98.3107 99.0051 99.7046 100.409 101.119 101.833 102.552 103.276 104.005 104.738 105.475 106.217 106.963 107.713 108.467 109.225 109.986 110.752 111.521 112.294 113.071 113.851 114.634 115.421 116.211 117.004 117.801 118.6 119.403 120.208 121.017 121.828
72 72.0069 72.0278 72.0625 72.111 72.1734 72.2496 72.3395 72.4431 72.5603 72.6911 72.8354 72.9932 73.1642 73.3485 73.5459 73.7564 73.9797 74.2159 74.4648 74.7262 75 75.2861 75.5844 75.8947 76.2168 76.5506 76.896 77.2528 77.6209 78 78.3901 78.7909 79.2023 79.6241 80.0562 80.4984 80.9506 81.4125 81.8841 82.365 82.8553 83.3547 83.863 84.3801 84.9058 85.44 85.9826 86.5332 87.0919 87.6584 88.2326 88.8144 89.4036 90 90.6035 91.214 91.8314 92.4554 93.086 93.723 94.3663 95.0158 95.6713 96.3328 97 97.6729 98.3514 99.0353 99.7246 100.419 101.119 101.823 102.533 103.247 103.966 104.69 105.418 106.151 106.888 107.629 108.374 109.124 109.877 110.635 111.396 112.161 112.929 113.701 114.477 115.256 116.039 116.825 117.614 118.406 119.202 120 120.801 121.606 122.413
73 73.0068 73.0274 73.0616 73.1095 73.171 73.2462 73.3348 73.437 73.5527 73.6817 73.8241 73.9797 74.1485 74.3303 74.5252 74.7329 74.9533 75.1864 75.4321 75.6902 75.9605 76.243 76.5376 76.844 77.1622 77.4919 77.8332 78.1857 78.5493 78.924 79.3095 79.7057 80.1124 80.5295 80.9568 81.3941 81.8413 82.2982 82.7647 83.2406 83.7257 84.22 84.7231 85.235 85.7555 86.2844 86.8217 87.367 87.9204 88.4816 89.0505 89.627 90.2109 90.802 91.4002 92.0054 92.6175 93.2363 93.8616 94.4934 95.1315 95.7758 96.4261 97.0824 97.7446 98.4124 99.0858 99.7647 100.449 101.139 101.833 102.533 103.238 103.947 104.661 105.38 106.104 106.832 107.564 108.301 109.041 109.786 110.535 111.288 112.045 112.805 113.569 114.337 115.109 115.884 116.662 117.444 118.229 119.017 119.808 120.603 121.4 122.201 123.004
74 74.0068 74.027 74.0608 74.108 74.1687 74.2428 74.3303 74.4312 74.5453 74.6726 74.8131 74.9667 75.1332 75.3127 75.505 75.71 75.9276 76.1577 76.4003 76.6551 76.922 77.201 77.4919 77.7946 78.1089 78.4347 78.7718 79.1202 79.4796 79.8499 80.2309 80.6226 81.0247 81.4371 81.8596 82.2922 82.7345 83.1865 83.6481 84.119 84.5991 85.0882 85.5862 86.093 86.6083 87.1321 87.6641 88.2043 88.7525 89.3085 89.8721 90.4434 91.022 91.6079 92.2009 92.8009 93.4077 94.0213 94.6414 95.268 95.901 96.5401 97.1854 97.8366 98.4937 99.1564 99.8248 100.499 101.178 101.863 102.552 103.247 103.947 104.652 105.361 106.075 106.794 107.517 108.245 108.977 109.713 110.454 111.198 111.946 112.699 113.455 114.215 114.978 115.745 116.516 117.29 118.068 118.849 119.633 120.42 121.211 122.004 122.801 123.6
75 75.0067 75.0267 75.06 75.1066 75.1665 75.2396 75.326 75.4255 75.5381 75.6637 75.8024 75.9539 76.1183 76.2955 76.4853 76.6877 76.9025 77.1298 77.3692 77.6209 77.8845 78.1601 78.4474 78.7464 79.0569 79.3788 79.712 80.0562 80.4114 80.7775 81.1542 81.5414 81.939 82.3468 82.7647 83.1925 83.6301 84.0773 84.534 85 85.4751 85.9593 86.4523 86.954 87.4643 87.983 88.5099 89.0449 89.5879 90.1388 90.6973 91.2634 91.8368 92.4175 93.0054 93.6002 94.2019 94.8103 95.4254 96.0469 96.6747 97.3088 97.949 98.5951 99.2472 99.905 100.568 101.237 101.912 102.591 103.276 103.966 104.661 105.361 106.066 106.775 107.49 108.208 108.931 109.659 110.39 111.126 111.866 112.61 113.358 114.11 114.865 115.624 116.387 117.154 117.924 118.697 119.474 120.254 121.037 121.824 122.613 123.406 124.201
76 76.0066 76.0263 76.0592 76.1052 76.1643 76.2365 76.3217 76.4199 76.531 76.6551 76.7919 76.9415 77.1038 77.2787 77.4661 77.666 77.8781 78.1025 78.339 78.5875 78.848 79.1202 79.404 79.6994 80.0062 80.3243 80.6536 80.9938 81.3449 81.7068 82.0792 82.4621 82.8553 83.2586 83.672 84.0952 84.5281 84.9706 85.4225 85.8836 86.3539 86.8332 87.3212 87.818 88.3233 88.8369 89.3588 89.8888 90.4268 90.9725 91.526 92.0869 92.6553 93.2309 93.8136 94.4034 95 95.6033 96.2133 96.8297 97.4526 98.0816 98.7168 99.3579 100.005 100.658 101.316 101.98 102.65 103.325 104.005 104.69 105.38 106.075 106.775 107.48 108.19 108.904 109.622 110.345 111.072 111.803 112.539 113.278 114.022 114.769 115.521 116.276 117.034 117.796 118.562 119.331 120.104 120.88 121.659 122.442 123.227 124.016 124.808
77 77.0065 77.026 77.0584 77.1038 77.1622 77.2334 77.3175 77.4145 77.5242 77.6466 77.7817 77.9295 78.0897 78.2624 78.4474 78.6448 78.8543 79.0759 79.3095 79.555 79.8123 80.0812 80.3617 80.6536 80.9568 81.2712 81.5966 81.9329 82.28 82.6378 83.006 83.3847 83.7735 84.1724 84.5813 85 85.4283 85.8662 86.3134 86.7698 87.2353 87.7097 88.193 88.6848 89.1852 89.6939 90.2109 90.7359 91.2688 91.8096 92.358 92.9139 93.4773 94.0479 94.6256 95.2103 95.8019 96.4002 97.0052 97.6166 98.2344 98.8585 99.4887 100.125 100.767 101.415 102.069 102.728 103.392 104.062 104.738 105.418 106.104 106.794 107.49 108.19 108.894 109.604 110.318 111.036 111.759 112.486 113.217 113.952 114.691 115.434 116.181 116.932 117.686 118.444 119.206 119.971 120.739 121.511 122.287 123.065 123.847 124.631 125.419
